film.title,author,lead.actor.female,genre,year,rating,content
Adoration             ,allison_lewis-1,0,drama,2008,8,"I also just saw this film at TIFF and wanted to say that I thought the writing, story, editing, sound, acting and directing were lovely. I read a so-so review after I had picked the movie to see so wasn't expecting to be so impressed but in only a few minutes I was totally immersed. Sadly, there were some questions during the Q+A after the screening that meant that a few people were confused by the dream/memory/reality scenes but I think (hope) they were in the minority. What a great surprise of a film. Even with a horrible seat in the 3rd row it was one of my favorite movies of the year. Scott Speedman gives a great supporting performanc"
Death Race             ,bob-rutzel-1,0,action,2008,7,"Jensen Ames (Statham) is set up for killing his wife and goes to prison. The year is 2012 and the USA has collapsed and the Prison Death Races are the biggest thing on TV.I was sure I wasn't going to last long with this as it looked like it was going to be another video game movie and was all set to change over to Judge Judy. I was wrong. This is a good story, with good acting, dialogue, and cinematography. However, the real winners are the actual stunts performed on the race track. No CGI. Hard to believe, but no CGI that I could tell and at the end of the movie there is a statement that professional drivers did everything under controlled conditions. And, all I can say is WOW! OK, maybe there was a little CGI in here<U+0085><U+0085>.or not.Now, you have to understand, this is a race where there are few rules. Some of the things allowed are machine guns, rockets, smoke, oil, and spiked balls of iron to flatten tires. The winner is the one who is alive at the end. If any contestant wins 5-races he gains his freedom. Wanna play?I will say that Ian McShane is such a presence that he needs to be in more movies.Violence: Yes. Sex: No. Nudity: No. Language: Y"
The Strangers             ,Freebird314,,horror,2008,1,"What are people talking about? Scariest film ever made? I seen EVERYTHING coming. You must have never seen any of the Friday the 13ths. They basically had the same plot just instead of Jason, you have strangers. I actually think the Friday the 13ths took more thought and had better scenes than this film did. I mean, the whole movie was about putting this couple through hell until the buildup and then there should have been a better ending. But no, all this buildup just to show them tied up and stabbed. It didn't even show that. What was the writer of this crap thinking? This film could have become another Texas Chainsaw Massacre if it had a better story behind it. But instead, it's a piece of crap."
The Tale of Despereaux             ,joewg3,0,animation,2008,3,"I expected a bit more out of this movie than was delivered. My 7 year old actually fell asleep near the end of the movie. No kidding. Another reviewer hit the nail on the head in describing the animation as video game quaility (maybe like 1990's quality). The story is a great storybook but terrible in movie format. I kept waiting for a funny part to come or something exciting to happen. It rarely did.I have to disagree with another reviewer who praised the voices. Honestly, I can't see the importance of having big named screen actors doing the voices of these characters other than trying to draw folks into a mediocre movie, unlike Madagascar where the voices and big named people actually make the movie even better."
Four Christmases             ,c_p_c,1,comedy,2008,2,"It's been a while since Hollywood gave us a genuinely good Christmas movie worth seeing. If you notice, the Christmas TV line-up is the same each year and the most modern film usually on the list is THE SANTA CLAUSE (1993). This just goes to show that, sadly, Hollywood isn't creating Christmas classics as it once did. Perhaps one of these years we will get a Christmas film reminiscent of the ones we love to watch on TV every year, but this ain't that year - or at least FOUR CHRISTMASES isn't that film.The problem doesn't lie within the film's premise, but in the actual events that play out in the film. Kate and Brad live life with and for each other and that's it. They don't have much contact with their families - where each parent is divorced and some remarried - and each Christmas opt for a tropical vacation, telling their families they are doing charity work instead. All in all, they are happy with each other, but have buried their family issues. However, this year they get caught in their lie and are forced to visit each parent individually, celebrating a total of four Christmases. In the hands of an able and creative script writer this film could have been quite enjoyable as both Kate and Brad learn to appreciate their families and not exclude certain things - mainly marriage and children - in their lives just because their parents are bad examples of them. Instead, each visit with a parent seems to be a drawn out slapstick or sex joke and nothing else and is just not in any way funny or clever.The film suffers from a lack of intelligence and it is shocking that it attracted the star power it did. The star's talents are hardly used and instead the film opts for over-sexed relatives, ultra violent brothers and insanely disobedient children - who get no reprimanding for their actions. As a genre of film that almost lends itself to families this one missed the mark and is not recommended for the kids. As an adult-geared Christmas film it just isn't funny. Adult humor can be funny and appropriate if there is other substance backing up the film - see 'KNOCKED UP' or 'FORGETTING SARAH MARSHALL.' All we are offered in FOUR CHRISTMASES is one boring and uninspired vignette after the next with paper-thin character development and uninteresting characters.With rarely an enjoyable moment and an atmosphere that provides almost no Christmas spirit, FOUR CHRISTMASES shouldn't be on anyone's list of holiday films. It is the awkward gift given by a relative. You know the type. It comes in a pretty package, but upon opening you find that it is a pair of underwear or a sweater that is designed to sit at the back of closets. This film surely will. "
Surveillance             ,ferbs54,1,crime,2010,7,"As if to demonstrate the old adage that ""the apple doesn't fall far from the tree,"" director Jennifer Lynch gave the world in her belated sophomore effort, 2008's ""Surveillance,"" a film just as disturbing as any in her father David's oeuvre. Her follow-up to 1993's ""Boxing Helena,"" the film follows two very atypical FBI agents, portrayed by Bill Pullman and Julia Ormond, who are investigating a string of homicides in the plains of Nowheresville. (The picture was shot in the grasslands outside of Regina, Saskatchewan.) The pair interviews three salient witnesses: a young female coke addict (Pell James, who is excellent here), a local cop and an 8-year-old girl (Lynch elicits a wonderfully mature performance from young Ryan Simpkins). By the film's end, the conflicting accounts yield a somewhat clearer picture, before a twist ending really pulls the rug out from under the viewer. Indeed, this ending--a remarkably downbeat, merciless and outrageous shocker--should stun and flabbergast most of the film's audience. A repeat viewing of ""Surveillance"" demonstrates how very fairly the writers and Lynch have played their game, and will give an added appreciation for certain actors in the cast. ""I promise you, it's not like the other films you'll see,"" Ms. Lynch tells us in one of the DVD's copious extras, and darn if she isn't right! I cannot offhand think of another picture so deliberately amoral, and so blithely ruthless in the treatment of its entire roster of characters. While some might walk away from ""Surveillance"" clucking ""sick, sick, sick,"" most, I feel, will applaud its bravura daring, technical brilliance, fine acting and shocking windup. It's certainly not a movie to watch with the kids or with Aunt Petunia, but for those game for something different, it should just prove the ticket...."
What Happens in Vegas             ,Enchorde,1,comedy,2010,7,"Recap: Both Joy and Jack has seen better days. Joy just got dumped by her fiancée, in front of all their friends, and Jack just got fired, by his father. They both go to Vegas to forget their miseries and after a drunken night out end up married, by mistake. But a 3 million dollar lottery prize complicates matter. But instead of giving them an annulment the judge orders them to stay married for six months, in order to get a part of the money. Now a bitter feud start where they try to sabotage for each other in order to get all the money for themselves.Comments: A Hollywood blockbuster that actually works pretty well. It is funny, quirky and even if the main concept are unoriginal it has its own little fresh twists and turns. It got some really good jokes, and manages to hold a high level throughout the entire movie. It isn't just some small and few jokes that are funny, it is actually constantly funny. The best part however, is actually just after the story really ended, when they show what really happened in Vegas. Stay put and don't miss it, it got some good scenes after the credits too.Ashton Kutcher and Cameron Diaz might seem like an odd match, but they work really well together. They really work as a pair, but don't forget that they both are solid comedians, veterans in these types of movies. And they certainly don't disappoint. But the supporting cast should get their credit too. The movies wouldn't be the same, not nearly as good without their partners in crime, played by Lake Bell and Rob Corddry.I guess that this is something that almost everyone can enjoy, a perfect movie when there are different tastes. I suspect that most people out there will find this funny, because it is very well made, even though it is not an epic classic.7/"
Street Kings             ,user-26785,,misc,2008,3,"Street Kings was a complete failure as a film mainly as a result of a almost incoherent story line and cringe-worthy dialogue.Without spoiling the film, all I can really say is that Street Kings is filled with character actions that leave the viewer scratching his or her head. It fails to link actions to character, or explain relationships between characters.It does have some brutal action scenes, which added some liveliness, but much of the movie was various characters vaguely explaining what has happened, leaving the viewer bored as hell.However, boredom is alleviated by the non-stop barrage of corny dialogue and lame clichés.The ending just tops it off, as it makes no logical sense, nor emotional sense, and the final climax of the film was a real let down. If i hadn't seen this film for free, I would have been very upset."
The Women             ,davepitts,1,comedy,2008,1,"First, I should say that I've seen the '39 version at least 100 times; know all the dialog, and have read the '36 play, which is different from the '39 and contains nuggets of gold of its own. This version is as flat as a Lifetime movie on adultery. There's a reason you haven't seen an expensive campaign of TV ads for it. According to Entertainment Weekly, Bening hated the catty tone of the original and how the women spent the whole time going to war on each other. GUESS WHAT??! That was Booth's intent. It was a slick, theatrical take on gossip, adultery, and back-biting among a set of well-heeled Manhattan socialites. The crowd that made this new version had no intention of honoring the original source material. They pick at it weirdly, putting in half a scene here and half a scene there that come from the first version. Bette Midler (who is in just a few scenes and acts the old Countess part in a broad, grinning style) doesn't have any context in this version. She mentions going after ""Buck,"" which is a key element in the original -- then he's never mentioned again. This movie is so dull that I'm not going to over-analyze it, but here are a few things that I found unbelievable: > Mary Haines bragging to her domestic staff: ""I can suck the nails out of a board!"" Right. Great writing. Norma Shearer could've done a line reading on that & gotten an Oscar nom, right? > A COMPASSIONATE Sylvia Fowler!!!??? Annette Bening got what she wanted, and the movie just sort of withers away. Claire Booth used Sylvia as the comic engine that swept through the play. As portrayed immortally by Rosalind Russell, she was an ignorant, spiteful woman who rattled off reams of petty, ridiculous, irresistible dialog that is still classic and quotable. She wasn't above biting Paulette Godard's ankle. The 2008 filmmakers decided that this character had to die. In killing her off, they killed the movie. "
W.             ,EchoMaRinE,0,misc,2009,7,"This is a difficult to comment movie indeed. Story telling, acting and directing is very good. You see a decent biography, well organized and told quite professionally. On the other hand, I am not sure whether the point is very clear. The movie is not done to criticize Bush, not at all. There is some notion of criticism to Iraq war but Bush is shown to be tricked and misinformed in this particular incidence. So if you want to see a movie that is making fun of Bush and his period of presidency, this is certainly not the movie you are looking for. But don't even think that the movie is praising him, since it is not. So, it seems they tried to make an objective biography but it is more positive about Bush than it should b"
One Missed Call             ,alexnader78,0,horror,2008,3,"This is just one of those films based on a good film (the original is wicked), that Hollywood sees as an opportunity to remake and make a load of money off. Please do not help accomplish this ! The Japanese version was based on ""what you can't see is scarier than what you can see !"", and played out as a highly decent scary movie. But then came along the Americans (no offense, i'm one) which bases a movie nowadays on ""how much money can we inject into explosions, shattered glass,blowing up cars,... that we won't have to pay to get decent actors ?"". And voilà you get this turd of a remake. Get the Japanese version and stick to it, in it the actors at least look like teenagers, in the American version they all look over thirty. I mean come on, how dumb are we ? (or how many years in a row have they flunked class) 1"
Sex and the City             ,denro03-1,1,comedy,2008,1,"First of all. It's bad. Really bad.I have seen all of the series and this movie really has nothing from the TV-episodes except for the characters and their names. It's flat, embarrassing and very shallow. The story was pointless even for this genre and wouldn't have taken more than an hour to write. The unique feeling in the series was not even close to appear in the movie. I hope that I will be able to keep watching the series after this. The horrible music and all the product placement of various brands, with tedious and flat-minded scenes thrown in the mix made it almost impossible to sustain throughout the entire movie. The feeling i got from it was MTV.What kept me watching this was the hope of a good twist back to the real sex and the city. "
W.             ,webcrind,0,misc,2010,1,"I hesitated to leave a review at first, because it might make certain people curious to watch that show, which is not what I would like you to do. Oliver Stone doesn't deserve making any more money by you renting his movie. I am not an American and I also never was a fan of Bush, jr. or senior. But I rented that movie because of some of the misleading comments on IMDb, which shows how gullible I can be, I know. I lived for 30 years in Europe and now reside in Canada, and you can take my word for it when I state the fact that most people outside of the U.S. think the Americans as an arrogant and ignorant bunch of bible wielding Joe six-packs. And many of the comments on this forum only prove it. George W. is not a moron, that's just how he came across. He graduated from Yale and passed the exam to get into Harvard Business, so how stupid can he possibly be. But Mr. Stone portrays him as such, because he is riding the anti-Bush wave. He is cashing in on the fact, that many people have a low opinion about their former president and he is using Michael- Moore- tactics by aiming low. And be it as it may, my main criticism with this movie is: would Oliver also make a movie about Mr. Clinton and portray him as a lying, cheating, warmongering, cunning, unethical and greedy non-individual? Of course not, so where is the artistic integrity? Because Clinton belongs to a group of politicians Oliver Stone obviously relates to. And if this political colouring leaks through a movie, the director is bad. I don't care what Stone votes when the elections come, so why does he need to tell me. Mr. Stone should concentrate on making documentaries, but he is not of the caliber of a Werner Herzog; Hell, they are not even in the same league. Stone is like Moore, with maybe a tad more talent. But the talent is waning. And I follow up with an apology to anybody who feels offended by certain comments I made, I am not anti-American. To conclude my opinion about Oliver Stone: he is a very biased film maker that lacks the skill of a Tom Tykwer, Martin Scorcese, Coppola or even Sam Peckingpah. And when it comes to bias, I have similar issues with Lars von Trier, who started out as a promising talent and now only demonstrates what a racist he really is. And ""emotions"" like that are better kept in and not transmitted onto the screen. Whatever happened with the director that made a movie like U-Turn?"
The Secret Life of Bees             ,nottoman,1,drama,2008,10,"I don't go around throwing 10's around for movie ratings, but I extremely impressed by this movie. The emotional and visual scope offered by the story, the cinematography, and the acting, gave all viewers with eyes to see and ears to hear, a wonderful treat. I'm sure not everyone loves this particular type of movie, but if you haven't been desensitized by the CGI and special effects of many of today's movies, you'll appreciate the very core of this movie, which is the human struggle - especially the depiction of the search for identity, and the need to give and received compassion from those living on this big blue marble together with us. A reminder of the racism of a not too far distant time, and the timeless theme of love, death, friendship, and compassion, add the effective seasoning that helps us all relate in some very tangible way to this movie. Enjoy it with someone you care about, and taste the honey."
The Dark Knight             ,jfmvp,0,action,2008,8,"** PLOT SPOILERS EVERYWHERE ** Christopher Nolan's ""The Dark Knight"" is one of the better films in the history of its genre, however, it does not qualify as a masterpiece. In fact, it's quite far from such a distinction. It falls short of unquestionable excellence because of a ridiculously high number of plot holes, most of which regard The Joker and his criminal exploits.It is a given that Heath Ledger's portrayal of The Joker leaves us with a character who is thoughtful, unpredictable, ruthless, unrelenting, and arguably insane. That is to say, some inconsistencies in the villain should be accepted, if not embraced. But others, to be frank, are unacceptable because of their stupidity. For example: In the film's opening sequence, a clever bank heist spearheaded by The Joker, the crazed clown kills off his partners as the caper progresses. At the time, it made sense. Pretty simple, the more colleagues he kills off, the more money that leaves for him. But later on in the film, The Joker burns his half of the criminal underworld's combined fortune. He makes it overtly clear that he is not motivated by money. Not in the least bit.So why was the money a factor in the opening scene? It shouldn't have been. Uneven scripting there.But that's nitpicking in comparison to the film's greater faults. The ultimate reason why ""The Dark Knight"" falls short of the masterpiece label is because there is absolutely no way, under any circumstances, at any time, on any planet or in any solar system, that The Joker could execute so many complex plans in such a short period of time.OK, here is where people start saying: ""But it's a movie! It doesn't have to be possible."" I know, thanks. I agree, it doesn't have to be possible. But, and this is a huge BUT, a film as ambitious and lengthy as ""The Dark Knight"" wants to be taken seriously. Not only does it want to be taken seriously, I think director Christopher Nolan wants Oscar consideration for the work he has put in here, and cast members have been saying regularly that they don't want this to be considered as a mere ""superhero movie,"" or ""action movie."" Well if you want to elevate to the level of serious drama, then you have to explain a few things to me.(1) How does The Joker continue to find willing participants in his escapades when all of his previous crew members end up dead or in jail? The guys he's finding to work for him have to be true idiots. Totally brainless. And that doesn't work because The Joker's plans are meticulous and require precise timing and execution. If these goons are dumb enough to work for him, they aren't smart enough to be effective as help. It's a perpetual contradiction throughout the film, particularly the second act.(2) Sure The Joker is swift and tricky, but c'mon, he doesn't exactly look like a normal citizen. If city-wide security has been heightened to a level never before seen, how the hell is this maniac with a painted face and wacky hair not being spotted? Does he have an invisible transportation machine or something? He doesn't have supernatural powers, so he shouldn't have a supernatural aura.(3) When did he have the time to wire the hospital with bombs? Even if one of his goons did it, how did no one in the hospital notice suspicious activity? What about the assassination attempt on the Mayor? The other cops on the firing line didn't notice the most infamous villain in the city standing right next to them? Why? Because he crouched over a little and tried not to make eye contact with them? Please. I could go on for days, too many plot liberties were taken.I'd actually like to discuss the performances a bit. I think the separation between the strongest part and the rest of the cast is the largest ever with an ensemble of this size and magnitude. Meaning, Heath Ledger's performance was far and away the best in this film, better to the point where it bothered me that no one else was in his realm. The scenes where Ledger was off screen lacked the magnetism and intrigue of the ones in which he appeared. Although appeared is probably not the best word, more like dominated. Christian Bale was OK as Batman, but he's almost too stoic for a character with such strong morals and opinions. He's also a little bit stiff when he's in playboy mode as Bruce Wayne. I think his performance in ""The Prestige"" was more emotional, effective, and polished.Aaron Eckhart was all right as Harvey Dent/Two-Face, but the problem was that the vast majority of the time I was seeing Eckhart on screen, not Dent. The same Eckhart we saw in ""Thank You For Smoking."" Also, a man with a finely tuned social philosophy, like Dent, would not totally flip his ideology after the loss of a close loved one. Hopefully the angle is that the toxin causing the disfigurement messed more with his brain than we were led on to believe.Michael Caine and Morgan Freeman were believable as always, but of course they are underused as Alfred and Lucius Fox. Gary Oldman probably contributed the second strongest performance in the film as Commissioner Gordon, and Maggie Gyllenhaal (as Rachel Dawes) was a step up from Katie Holmes as far as execution and timing -- but that's not saying much. I really could go on for days about the unacceptable plot liberties, but I'll spare you. All in all, I liked the film because it had some thought-provoking sequences involving moral dilemmas and intriguing societal questions, and in having such ""The Dark Knight"" succeeded in escaping the ""superhero movie"" label. But it's not a masterpiece.Plain and simply, it has too many holes. 2"
Igor             ,john_the_revelator-1,0,animation,2008,8,"I went in to this movie with no real expectations. This was a nice surprise for a Saturday matinée. The humor is dark and quirky, something that one wouldn't expect kids to understand, unless you're talking about a very cynical 5 year old or a pre-goth 11 year old.This movie's message was substantial in that it demonstrated several themes, at least to me. The first is that stereotypes are something that should be thrown out of the window and that through getting to know someone who isn't like you can open your eyes. Second, people have different abilities - and some may be too shy or scared to really shine so it's difficult to know them. Third, we choose who we are and that we all have the propensity for malicious decisions, so we must make our decisions with conscientiousness and wisdom. Fourth, real loyalty and friendship overlook individual differences and can't be swayed.The animation was at a level one expects this day and age - excellent. Steve Buscemi's (Mr. Pink as he will always be known to me) role as the Rabbit kicked butt. Oh, and of course, schadenfreud (the act of taking pleasure in someone else's misery) deserves a mention. Never did I expect that to be worked into an animated movie.There was some intensity in the movie, and one of the main characters ""turns on"" the evil in the end, which can be frightening and perhaps confusing to small kids.It was good to watch on the big screen, and I'm looking forward to its release on DVD for at least rental, and a probable bu"
Frozen River             ,jjcremin-1,1,crime,2008,9,"I had just seen Karie Bible perform an excellent Super Panel for Holly Shorts at the Sunset 5 in Hollywood.I was going to go back and see some more shorts but as I walked back I passed FROZEN RIVER. This got a lot of attention and good word of mouth when I was in Sundance and knew there were native Americans in the cast. Being a fan of diversity, and have rarely seen people smuggling from Canada, Quebec to be more specific, to New York, United States, it got my curiosity. Writer-director Courtney Hunt gave not quite an anti-Christmas movie but it's not the kind of Christmas movie that makes one feel warm and fuzzy inside. In fact, the weather outside is downright hostile. Driving is extra dangerous and even the river that crosses into Mohawk country is frozen enough to drive on. Melissa Leo portrays a middle aged store clerk whose saddled with two sons. The husband, never seen, has left them for gambling debts. She's forced to work part time for an unsympathetic boss who's half her age. She is desperate as she's facing foreclosure and needs money fast.While looking for her no good husband. an overweight Mohawk woman played by Misty Upham steals Leo's car, actually the extra one the husband had left with the keys inside. Leo tracks Upham and threatens to shoot her if she doesn't return the keys. However, the car is stuck and once Leo finds out how Upham makes money by human smuggling she's in. Now the main thrust of the adventure is for these unlikely women to team up with Leo as the driver and Upham doing the setups. It is revealed early on that Upham is badly nearsighted and has a son of her own that she can't get to. Mark Boone Jr. plays Leo's older son and gets involved in some money making schemes on his own. Some of those schemes almost backfires on him but he does get the toy for his younger brother.I won't give much more of this away because I do recommend it. There is suspense, poignancy, the implied hostility that natives and whites have for each other without being preachy, and strong characterizations that occur when the script is well written. And actually, one does feel good at the end"
The Other Boleyn Girl             ,divadrummer,1,misc,2008,7,"A quick glimpse at the Tudor family line on Wikipedia will yield hundreds of years of made-for-movie material, but none quite as compelling as the story of Anne Boleyn. Pair a classic story with airy language, beautiful sets and costumes, and some A-list names and you have Oscar magic in the making. Right? Well, not always. We've seen it before and we're not necessarily impressed with royalty anymore. The Other Boleyn Girl offers new perspectives and dramatic angles on the saga of wives that is Henry VIII's legacy, but nearly drowns in melodrama.And it's not entirely the movie's fault. Boleyn Girl follows the story of both Anne (Natalie Portman) and Mary (Scarlett Johansson) Boleyn and their relationship with the English court. King Henry VIII (Eric Bana) has trouble producing a male heir, so the Boleyn family offers their daughter Anne to bed. When Henry has a hunting accident due to Anne's carelessness, he is nursed and subsequently charmed by innocent Mary. But Mary is already married, so the King promotes her husband and sends the couple to court where he can meet with Mary whenever he pleases. Mary falls in love with Henry and becomes his mistress. Anne, the elder sister, is scorned by what she believes is her sister's ultimate betrayal, and plots revenge. The two continue on in these roles for some time, swapping places in bed with Henry and spurting out babies while their relatives egg them on. This isn't quite how things went down in reality, but the changes are minor and seem necessary to condense the timeline and create at least one sympathetic character.The Other Boleyn Girl fares best when it's exploring the relationship between Anne and Mary. This isn't the first story of sister rivalry, but the dynamic between Anne and Mary is extraordinarily well-played. Their previous roles and their public images make Portman and Johansson perfect fits. We believe Portman to be intelligent and coy, and Johansson to be naive and desired. More - we believe these roles might be easily reversed. As sisters, their relationship is deeply disturbing: they love each other, they hate each other, they're unable to escape the expectations placed upon them by their family. As an older sister (with an admittedly not-as-screwed-up relationship), I found this portrayal very realistic - rich with emotion and complex meaning.I wish I could say the rest of the movie was as artful. There's constant allusion and foreshadowing to the Boleyn demise through use of visual and editing metaphors. If some details were twisted, other details might have been cut out - too many tear-filled scenes means that this eventually feels like a soap opera. At one point in the movie, Anne is sent off to France and comes back wearing a very distracting ""B"" charm, which she sports until the end of the movie. When I finally finished inventing what else ""B"" might stand for (besides Boleyn, there are plenty of other fits), I wondered about Anne's character. She's now praised as being changed and thus back in play, but I don't see it - she was smart and ambitious before, and only gained a bit of wit during her trip to France - certainly not the drastic change everyone seemed to be making it out to be. There are some very poorly done scenes where supporting cast spell out the politics of the situation for you. This is a little condescending and probably unnecessary, if not repetitive. The costumes are beautiful, but the matching dresses become unbelievable and even plain in places. PETA must have a field day with this movie and its use of fur and meat. You won't get to see Scarlett Johansson naked in this movie, in case you were wondering - just lots of fuzzy sex montages, weirdly full of backlit hair and fur. Katherine of Aragon (Henry VIII's first wife) is given some of the most powerful lines in the movie, but they're delivered with such woodenness that my disappointment must be made known.The Other Boleyn Girl could be so much more. As a hyper-dramatic costume flick, it does stand out. There's more than meets your eye, and the costarring performances are not to be missed. There's a lot of material to cover in this story, but a simplified script would have helped keep this film farther away from melodrama. Especially with a true story as wild as this, there's not a lot that needs to be changed or added to grip the viewer. Any embellishments verge on destroying believability and creating situations we can't relate to. 1"
The Burning Plain             ,gradyharp,1,misc,2009,10,"BURNING PLAIN is far more than a successful movie, it is an art work on celluloid that holds the viewer's attention and plays with the mind and emotions in a way that few other films have succeeded. Guillermo Arriaga has written another intelligent, cleverly paced walk through a maze that ultimately leads to finding all of the handsomely carved pieces of a puzzle that fit together so well it defies improvement. Known for other brilliant scripts ('Amores Perros', '21 Grams', 'Babel') this script he elects to direct with a cast of actors providing extraordinary performances. If this film doesn't win in every category of the Oscars this year..... The film has been given the tagline 'Love heals. Love absolves. Love burns.' The story, told in fragments of times past and times present, explores the lives of four women whose relationships are part of the secret the film reveals: Kim Bassinger is Gina, a married woman with children, including a perceptive and damaged daughter Mariana (Jennifer Lawrence), who has survived the mutilation of breast cancer and finds desperately needed love in the arms of Nick (Joaquim de Almeida), a clandestine love affair that takes place in a deserted trailer house in the outskirts of Las Cruces, NM. Charlize Theron (Sylvia) is the manager of a classy restaurant in Oregon who soothes past bruises with numerous superficial liaisons, one being with her chef (John Corbett). Maria (Tessa la) is a young girl living in Mexico with her father Santiago (Danny Pino) and his co-worker and friend Carlos (José María Yazpik). Each of these four women - Gina, Sylvia, Mariana, and Maria - is complexly tied to the others. The match that ignites the story is a fire that ends the lives of Gina and Nick, and after this tragedy the children of the two lovers - Mariana and young Santiago (J.D. Pardo) - bond and provide further fodder for the development of the ending of the story. To say more would destroy the tense, beautifully hewn script's conclusion. All is not as it seems until Arriaga pastes the pieces of the conundrum together. The cast is first rate, with Bassinger and Theron offering some of their finest work to date. The cinematography (Robert Elswit, John Toll), the music score (Omar Rodriguez-Lopez), the careful editing (Craig Wood) and the casting (Debra Zane) all are first class. Once again Guillermo has proved his gifts as an artist - both as a writer and now as a director. One of the finest films of the year. Grady Har"
Mamma Mia!             ,bandgeek81188,1,comedy,2008,1,"After sitting through this film, I have decided that it is one of the WORST movies I have ever seen. I knew it the moment I was subjected to three teenage girls screaming and overacting when they (OMG!) meet again, and then watching the same thing, only done by women old enough to be my mom. And that was only the first few minutes. Yeesh. So here are my comments...1. Middle aged women + ridiculous dance moves complete with hip thrusts and over the top costumes = not a good idea.2. Pierce Brosnan could not sing his way out of a paper bag. Nor could practically anyone else in this pile of excrement, for that matter.3. The songs were so random. It was obvious to me that they were thrown, willy nilly, into the incredibly contrived and STUPID plot.4. My three year old nephew could have written a better script.I was either cringing or laughing derisively during the movie. And I normally really like movie musicals. Of course they are bound to be a bit corny...but this was ridiculous. What a waste of talent. I mean, you have great actors and actresses in this movie...I am embarrassed for them that this is now a part of their career. I regret wasting my money and time on this piece of crap. 1"
The Strangers             ,Bobbyh-2,,horror,2008,1,"Let me start by saying that I like scary movies...but to be effectively scary, a movie has to follow some coherent internal logic. This one doesn't. Characters in a good scary movie ought to behave--at least initially--as though their brains were functioning. These characters don't. There's nothing wrong with gore and brutality--assuming they're used for some reason. No rhyme or reason here. A group of masked kids terrorize a young couple who, as the film unwinds, behave inexplicably--leaving each other alone at moments where it makes no sense to do so, failing to make use of potential weapons at their disposal until it is, conveniently, too late for the weapons to do any good. Why does all this happen? Who knows? Who cares? Fairness compels me to point out that most of the audience--almost exclusively between the ages of 13 and 15 (which should have tipped us off) spend the entire length of the movie screaming constantly, which, I imagine, was why they'd come. To suggest that this film deserves remotely to be compared with films like ""Psycho,"" ""Silence of the Lambs,"" or ""Alien""...well, I'm at a loss for words that aren't too tasteless for this forum. What a criminal waste of celluloid."
"Surfer, Dude             ",Gulfer13,0,comedy,2009,1,"As a core surfer for the past 10 years, a Surf Film-maker and professional photographer, this movie is a disgrace to real surfers around the world. Of all the strides the image of surfing has made, this movie sets us all back. There are many professional surfers that are articulate and professional, unlike Mcconaughey's character smoking dope and talking like Spicoli. Mcconaughey's acting skills are beyond this role. I personally know surfers who are lawyers, doctors, business owners, firefighters, and many other professional occupations, yet this movie portrays surfers as a bunch of loser stoners. There is no plot to speak of in Surfer Dude and the character development is weak. To top it off, the movie has a flat spell for over 2 months in California. The Gulf Coast of the Florida Panhandle doesn't even have a flat spell that long, much less the Pacific ocean with all the groundswells that traverse it. With the lack of surf in the screenplay we also suffer the opportunity to even see ""actor face imposed"" surfing footage in the film. Even Blue Crush was more accurate and respectful to the sport of Surfing than this movie."
